comment,label
"Lại sắp đến hạn nộp học phí rồi, chưa dám xin tiền bố mẹ.",0
Cái giọng của bà này nghe khó chịu thật sự.,0
"GOM ORDER SỮA TƯƠI TRÂN CHÂU ĐƯỜNG ĐEN 흑당 버블티. 🥤 Chuẩn vị Đài Loan, 30k/cốc. 3h chiều mình ship nhé.",1
Có ai đi xem kịch ở Nhà hát Lớn bao giờ chưa?,0
Mày bớt thể hiện đi được không?,0
"Nhận rửa xe, thay dầu, bảo dưỡng xe máy tại nhà. 🛵 Tiện lợi, uy tín, giá cả phải chăng.",1
Ở KTX có chỗ nào cho nấu ăn riêng không ạ?,0
Tìm đồng đội tối nay đi ăn phở cuốn Ngũ Xã.,0
Bạn muốn nói tiếng Trung như gió? Đăng ký ngay khóa học giao tiếp với người bản xứ. Giảm 50% cho SV.,1
Thèm nem lụi Huế quá chúng mày ơi.,0
Đi học về thấy mẹ gửi đồ ăn lên. Hạnh phúc giản đơn. ❤️,0
"Pass lại cuốn sách ""Nhà giả kim"" còn mới tinh. Mua 80k pass 50k.",1
Học ngành Kế toán có cần giỏi excel không ạ?,0
Crush vừa trả lời tin nhắn của mình. Chắc đêm nay mất ngủ. 🥰,0
Chuyên cung cấp tài khoản game bản quyền trên Steam với giá rẻ hơn 70%. Ib để check game bạn cần.,1
Môn Quản trị học có dễ lấy điểm A không mng?,0
Hóng link full không che.,0
"Bán balo chống trộm, chống nước, có cổng sạc USB. ✨ Siêu tiện lợi cho các bạn hay di chuyển. Giá chỉ 299k.",1
Bạn cùng phòng hay nghe nhạc bằng loa ngoài. Nói mấy lần không được.,0
"Chia tay rồi, làm sao để quên người yêu cũ đây mọi người?",0
"Nhận làm tour du lịch, teambuilding cho các lớp, CLB. 🌴 Lịch trình hấp dẫn, giá cả sinh viên.",1
Chỗ gửi xe của trường có nhận trông qua đêm không ạ?,0
Mày bớt tỏ ra mình là nạn nhân đi.,0
"Tham gia nhóm chia sẻ tài liệu học tập, slide bài giảng free. Link ở bio.",1
Có ai biết quán cafe sách nào yên tĩnh ở khu vực Ba Đình không?,0
Ad cho em đăng bài pass lại mấy bộ đồ mặc không vừa với ạ.,0
Bán tài khoản Duolingo Plus học ngoại ngữ không giới hạn. Trọn đời chỉ 150k.,1
Sắp 4 năm đại học rồi mà vẫn chưa biết mình thích gì.,0
Có ai biết chỗ nào bán bún đậu mắm tôm ngon mà nhiều topping không?,0
Tuyển nhân viên thu ngân cho siêu thị mini. Có thể xoay ca linh hoạt. Lương 20k/h.,1
"Lại một kỳ nữa phải học online rồi, chán thật.",0
Bài viết này như kiểu google dịch ấy nhỉ?,0
"Nhận khắc laser lên bút, ví da, móc khóa làm quà tặng. 🎁 Lấy ngay sau 5 phút. Giá chỉ từ 30k.",1
Có ai biết cách xin bảng điểm online không ạ?,0
"Mọi người ơi, phòng y tế của trường mình có khám BHYT không ạ?",0
"🔥 XẢ KHO GIÀY DÉP MÙA HÈ - ĐỒNG GIÁ 79K 🔥 Sandal, dép lê, sục đủ mẫu. Nhanh tay vào link bio săn sale nhé!",1
"Cần tìm 2 bạn nam ở ghép khu vực Mỹ Đình. Phòng 2tr8/tháng, có nóng lạnh điều hòa, không chung chủ. Yêu cầu gọn gàng.",0
"Bạn muốn kiếm 1-2 triệu/tháng chỉ bằng việc lướt Tiktok? 📱 Ib mình để nhận link app, không đa cấp, không lừa đảo.",1
Đứa nào học lớp Marketing căn bản chiều nay có thấy cái tai nghe Airpods pro ở bàn 3 không? Cho mình xin lại với 😭.,0
Có ai biết cách đăng ký tình nguyện viên cho Sea Games không ạ?,0
"Nhận order trà mãng cầu, trà dâu hot hit. 🍓 Quả tươi mỗi ngày, đảm bảo ngon. 35k/ly, ship từ 2 ly.",1
Review trung tâm tiếng Anh Ila đi mng. Học phí có đắt không ạ?,0
"Bán tài khoản ChatGPT 4.0 Plus giá rẻ. Hỗ trợ làm bài tập, viết code, content. 🤖 Dr mình để được tư vấn.",1
Mày đọc có hiểu tiếng người không vậy?,0
Bảo vệ thành công khóa luận tốt nghiệp rồi. Cảm ơn thầy cô và bạn bè rất nhiều ❤️.,0
"Tuyển nhân viên pha chế, thu ngân cho quán trà sữa. Lương 23k/h, có thể xoay ca theo lịch học. 🥤",1
Có ai biết cách xin giấy xác nhận sinh viên để giảm giá vé tàu không?,0
Cần tìm một bạn biết chơi piano để đệm cho mình hát trong đêm nhạc hội.,0
Nhìn cái cách nói chuyện đã thấy không ưa nổi rồi.,0
"Dịch vụ tăng follow, like, comment cho Instagram, Facebook, Tiktok. 🚀 Giúp bạn trở thành hot face. Uy tín, giá rẻ.",1
"Mọi người ơi, website của phòng đào tạo lại không vào được rồi à?",0
Góc pass đồ: Mình pass lại cái máy ảnh film còn dùng tốt. Tặng kèm 1 cuộn film. Giá 500k.,0
"Bạn nào bị thâm mắt, bọng mắt, nếp nhăn thì về đội em. Kem mắt AHC cam kết hiệu quả sau 14 ngày. ✨",1
Có ai tham gia CLB Sách và Hành động không cho em xin ít review với.,0
Cần tìm người share tiền phòng khách sạn đi Vũng Tàu cuối tháng này.,0
"Nhận làm powerpoint, slide thuyết trình. 💻 Đẹp, chuyên nghiệp, sáng tạo. Giá chỉ từ 8k/slide.",1
Trời nồm ẩm quần áo phơi mãi không khô. Khó chịu vcl. 😠,0
Thằng bạn mượn tiền mình từ đầu kỳ mà giờ cuối kỳ rồi chưa thấy trả.,0
Pass lại vé concert BLACKPINK tại Thái Lan. Do mình không xin được visa. Giá gốc + phí ship.,1
Môn Hệ quản trị cơ sở dữ liệu có cần laptop cấu hình cao không ạ?,0
Mày bớt dạy đời người khác đi.,0
"Bán 10.000+ khóa học online đủ mọi lĩnh vực. 📚 Marketing, IT, Design... Trọn bộ chỉ 199k. Ib để nhận list khóa học.",1
Lịch thi kết thúc học phần có trên trang tín chỉ chưa mng?,0
"Có ai biết cách dùng hàm Vlookup trong excel không, chỉ mình với huhu.",0
"Bạn muốn trở thành affiliate marketer? 🔥 Tuyển CTV bán các khóa học online, hoa hồng lên đến 60%. Không cần vốn.",1
"Lại sắp đến hạn nộp báo cáo thực tập rồi, vẫn chưa xin được chữ ký.",0
Cái giọng lồng tiếng phim này nghe chán thật sự.,0
"GOM ORDER BÁNH MÌ CHẢO. 🍳 Suất đầy đủ 30k (pate, trứng, xúc xích). 7h sáng mai mình ship.",1
Có ai đi xem giải Vovinam của trường mình không?,0
Mày tưởng mày là ai mà có quyền phán xét người khác?,0
"Nhận sửa chữa, vệ sinh máy lạnh, quạt hơi nước tại nhà. ❄️ Nhanh chóng, sạch sẽ, giá sinh viên.",1
Ở KTX có được phép dùng bếp từ mini không ạ?,0
Tối nay có ai đi lượn phố đi bộ không?,0
"Bạn muốn cải thiện kỹ năng giao tiếp? Đăng ký ngay khóa học MC, kỹ năng mềm. Giảm 40% cho nhóm 3 người.",1
Thèm bánh tráng nướng Đà Lạt quá chúng mày ơi. 😭,0
Đi học về mệt mà thấy bạn cùng phòng nấu sẵn cơm cho. Cảm động thực sự. 🥰,0
Pass lại con máy đọc sách Kindle còn mới. Mua về mà lười đọc. Giá 1tr8.,1
Học ngành Ngôn ngữ Nhật ra trường có cần bằng N mấy ạ?,0
Crush vừa follow instagram của mình. Có nên chủ động nhắn tin không nhỉ? 🤔,0
"Chuyên cung cấp key Windows, Office, phần mềm diệt virus bản quyền. Rẻ hơn mua trực tiếp 80%.",1
Môn Logic học có khó không mng?,0
"Bài viết này chất lượng quá, cảm ơn ad.",0
Bán tài khoản VIP FPT Play xem bóng đá C1. ⚽️ Rẻ hơn đăng ký trực tiếp. Ib để chốt.,1
Bạn cùng phòng hay lấy đồ của mình dùng mà không hỏi. Khó chịu nhưng ngại nói.,0
Bị từ chối học bổng du học. Cảm thấy cả thế giới sụp đổ.,0
"Nhận làm phụ đề (subtitle) cho video, phim ảnh. 🎞️ Dịch chuẩn, khớp time. Giá cả thương lượng.",1
Chỗ photo ở gần cổng trường có in màu không ạ?,0
Mày bớt tỏ vẻ hiểu biết đi.,0
"Tham gia nhóm chia sẻ kinh nghiệm apply học bổng, du học. Link ở bio nhé. ✈️",1
Có ai biết quán cafe nào có board game ở khu vực Cầu Giấy không?,0
Ad cho em đăng bài tìm mèo lạc với ạ. Em làm mất 1 bé mèo ta màu vàng ở KTX.,0
"Bán tài khoản Grammarly Premium check ngữ pháp, đạo văn. Siêu cần thiết cho các bạn học tiếng Anh. ✍️",1
Sắp hết 4 năm mà vẫn chưa có người yêu.,0
Có ai biết chỗ nào bán bún bò Huế chuẩn vị không?,0
"Tuyển cộng tác viên review sản phẩm, mỹ phẩm. 💄 Được dùng sản phẩm miễn phí + nhận hoa hồng.",1
Lại một kỳ nữa phải đóng tiền học lại. Buồn của tôi. 🥲,0
"Bài viết này phân tích sơ sài quá, chưa tới.",0
"Nhận bọc sách vở, dán bìa plastic cho học sinh, sinh viên. 📚 Cẩn thận, đẹp, lấy ngay.",1
Có ai biết cách xin giấy chứng nhận tham gia hoạt động ngoại khóa không ạ?,0
"Mọi người ơi, môn học nào tự chọn của khối C là dễ qua nhất ạ? Em cần kéo GPA.",0
"🔥 VÉ MÁY BAY 0Đ SĂN SALE NỬA ĐÊM 🔥 Book vé du lịch hè ngay thôi. Mình có nhận săn vé giá rẻ, phí chỉ 50k/vé.",1
"Tìm 1 bạn nam ở ghép khu vực Thanh Xuân. Phòng 2tr4, điện nước giá dân, giờ giấc tự do. Yêu cầu không hút thuốc, sạch sẽ.",0
"Chỉ cần online 1-2h mỗi ngày, kiếm 3-4 triệu/tháng. 💸 Công việc đăng bài, tư vấn sản phẩm. Không vốn, không cọc. Ib mình để được hướng dẫn.",1
Đứa nào để cái xe đạp không khóa ở nhà xe G. Cẩn thận mất đấy.,0
Có ai biết chỗ nào bán đồ ăn vặt Hàn Quốc chuẩn vị không ạ?,0
"Son Black Rouge, 3CE đồng giá 129k. 💄 Hàng auth check code thoải mái. Mua 2 thỏi freeship. Dr mình để xem bảng màu nhé.",1
Review CLB Kỹ năng mềm của trường mình đi ạ. Em là tân sinh viên muốn tham gia.,0
"Bán tài khoản VIP VieON, K+ xem phim, bóng đá. ⚽️ Chất lượng full HD, không giật lag. Giá chỉ từ 30k/tháng.",1
Mày học lại môn văn đi rồi hẵng comment nhé.,0
Trượt môn chuyên ngành. Cảm giác thật tồi tệ. 😞,0
"Tuyển nhân viên soát vé cho rạp chiếu phim. Lương 25k/h, được xem phim miễn phí. Yêu cầu trung thực, nhanh nhẹn.",1
Có ai biết cách xin giấy chứng nhận là sinh viên để mua vé xe bus tháng không ạ?,0
Cần tìm một bạn biết edit video bằng Premiere để làm bài tập nhóm.,0
Nhìn cái avatar đã thấy không muốn tranh luận rồi.,0
"Dịch vụ seeding, tăng tương tác cho bài viết, fanpage. 🚀 Giúp bài viết của bạn lên top. Giá cả phải chăng, ib để được báo giá.",1
"Mọi người ơi, điểm thi giữa kỳ có cập nhật trên app của trường chưa ạ?",0
Góc pass đồ: Mình pass lại cái giá sách 5 tầng còn mới. Mua 400k pass 250k. Mình ở gần trường.,0
"Bạn nào bị viêm da cơ địa, á sừng, vảy nến thì đừng bỏ qua bài thuốc nam gia truyền này nhé. Cam kết hiệu quả.",1
"Có ai tham gia cuộc thi ""Olympic Kinh tế học"" của trường không?",0
Cần tìm người share tiền mua account Figma Pro cho nhóm làm UI/UX.,0
"Nhận thiết kế CV, portfolio, profile cá nhân. ✨ Chuyên nghiệp, ấn tượng, giúp bạn ghi điểm với nhà tuyển dụng.",1
Lại sắp đến deadline đóng tiền điện nước rồi. Ví lại mỏng đi. 🥲,0
Bạn thân nhất của mình sắp đi du học. Cảm thấy buồn và hụt hẫng.,0
Pass lại voucher ăn buffet Dookki. Hạn sử dụng còn 1 tháng. Mua 139k pass 100k.,1
Môn Kỹ thuật phần mềm có nặng về lý thuyết không ạ?,0
Mày bớt sân si chuyện của người khác đi được không?,0
"Bán 1000+ template Powerpoint, Keynote, Google Slides. 💻 Đầy đủ các chủ đề. Trọn bộ chỉ 99k.",1
Lịch tốt nghiệp đợt 2 có chưa mng?,0
Có ai biết cách khôi phục file word chưa kịp lưu mà máy bị sập nguồn không? Cứu em với. 😭,0
"Tuyển cộng tác viên dịch truyện, phim (Anh - Việt). ✍️ Yêu cầu tiếng Anh tốt, chăm chỉ. Nhuận bút tính theo sản phẩm.",1
Lại một kỳ nữa qua đi mà vẫn chưa có mảnh tình vắt vai. FA muôn năm.,0
Cái kết của bộ phim này vô lý thật sự.,0
"GOM ORDER CƠM CHÁY CHIÊN MẮM HÀNH. 🍚 Giòn rụm, đậm vị. 25k/túi 200gr. Chiều mai mình ship nhé.",1
Có ai đi xem show của Hà Anh Tuấn tối nay không?,0
Mày tưởng mày là ai mà lên mặt dạy bảo tao?,0
"Nhận lắp đặt, sửa chữa wifi, mạng LAN tại nhà. 🌐 Nhanh chóng, chuyên nghiệp, giá sinh viên.",1
Ở KTX có được mang nồi lẩu mini vào dùng không ạ?,0
Tối nay có ai đi dạo hồ Gươm không?,0
Bạn muốn tự tin thuyết trình trước đám đông? Đăng ký ngay khóa học kỹ năng mềm. Giảm 30% khi đăng ký trước ngày X.,1
Thèm chè khúc bạch quá chúng mày ơi.,0
Hôm nay lên thư viện gặp crush. Cả ngày vui vẻ. 😊,0
"Pass lại con tai nghe Sony WH-1000XM4 full box, còn bảo hành. Ít dùng nên còn mới. Giá 4tr5.",1
Học ngành Quan hệ công chúng có cần phải năng động lắm không ạ?,0
Crush vừa rep story mình bằng sticker. Có ý gì không nhỉ? 🤔,0
"Chuyên cung cấp tài khoản game pass, PC game pass giá rẻ. Chơi hàng trăm game bản quyền chỉ với 50k/tháng.",1
Môn Kinh tế chính trị Mác Lênin có dễ học không mng?,0
Bài này phân tích sâu sắc quá.,0
"Bán tài khoản VIP Elsa Speak, Memrise, Busuu học ngoại ngữ. 🌍 Giá sinh viên. Ib để chốt.",1
Bạn cùng phòng hay đi chơi về khuya làm mình mất ngủ.,0
Thi trượt bằng lái xe máy lần thứ 2. Chán không buồn nói.,0
"Nhận viết content, quản lý fanpage cho các shop. ✍️ Nội dung sáng tạo, thu hút khách hàng. Giá cả thương lượng.",1
Chỗ giữ xe ở nhà D có làm việc cuối tuần không ạ?,0
Mày bớt tỏ ra mình là người bị hại đi.,0
Tham gia nhóm chia sẻ kinh nghiệm săn học bổng chính phủ. Toàn các pro thôi. Link ở bio.,1
Có ai biết quán cafe nào có view sân thượng đẹp ở khu vực Hà Đông không?,0
"Ad cho em đăng bài tìm người ở ghép với ạ. Em là nữ, sv năm 2.",0
"Bán tài khoản Turnitin check đạo văn. 📝 Cần thiết cho các bạn làm bài tập lớn, khóa luận. 20k/lượt check.",1
"Sắp 20/10 rồi, nên tặng quà gì cho mẹ và cô giáo đây nhỉ?",0
Có ai biết chỗ nào bán bún riêu cua ngon ở gần đây không?,0
"Tuyển cộng tác viên bán mỹ phẩm xách tay. 💄 Chiết khấu cao, không cần bỏ vốn. Được training về sản phẩm.",1
Lại một kỳ nữa phải học online. Tương tác với thầy cô bạn bè chán ghê. 😩,0
"Bài viết này dịch word-by-word, đọc ngang phè.",0
"Nhận order quần áo Taobao, 1688, Pinduoduo. 👕 Công rẻ, hàng về nhanh. Chốt đơn mỗi ngày.",1
Có ai biết cách xin cấp lại mật khẩu tài khoản sinh viên không ạ?,0
"Mọi người ơi, lên phòng công tác sinh viên xin dấu có cần mang theo thẻ sinh viên không ạ?",0
"⚽️ NHẬN IN ÁO LỚP, ÁO NHÓM, ÁO CLB ⚽️ Vải cotton co giãn, in sắc nét không bong tróc. Thiết kế miễn phí. Ib để nhận báo giá.",1
Cần tìm người đi ăn sập phố Tạ Hiện tối nay. Mình bao kèo đầu. 😂,0
"Bạn đang ĐAU ĐẦU vì deadline? 🤯 Nhận làm assignment, research paper, thesis... mọi chuyên ngành. Uy tín, bảo mật, check turnitin <10%.",1
Đứa nào ở ktx mà đêm hôm còn bấm game kêu lạch cạch vậy. Vô ý thức vcl. 😠,0
Có ai biết chỗ nào bán xôi chiên ngon ở gần đây không?,0
"Bán tài khoản VIP TestKing, Acloud Guru cho dân IT. 👨‍💻 Full khóa học, lab thực hành. Giá chỉ bằng 1/10 giá gốc.",1
Review CLB Guitar của trường mình đi ạ. Có cần biết chơi đàn trước khi vào không?,0
"Nhận order bánh crépe sầu riêng, bánh mousse. 🍰 Bánh tươi mỗi ngày. Ship hỏa tốc nội thành.",1
Nhìn cái mặt đã thấy gian rồi.,0
Cuối cùng cũng qua môn xác suất thống kê. Hú hồn. 🙏,0
"Tuyển cộng tác viên review, unbox sản phẩm công nghệ. 📱 Được trải nghiệm sản phẩm mới miễn phí + có nhuận bút.",1
Có ai biết cách xin học bổng khuyến khích học tập của khoa không?,0
"Cần tìm một bạn nữ làm mẫu ảnh cho BST áo dài Tết. Yêu cầu cao trên 1m6, tóc dài.",0
Nói chuyện mà cứ như mình biết tuốt ấy nhỉ.,0
"Dịch vụ phá mật khẩu điện thoại, máy tính. 🔐 Lấy lại dữ liệu an toàn, nhanh chóng. Dr để được tư vấn.",1
"Mọi người ơi, lịch nghỉ giữa kỳ đã có chính thức chưa ạ?",0
"Góc pass đồ: Mình pass lại cái máy lọc không khí mini để bàn. Mua về mà phòng chật quá. Mới 99%, giá 300k.",0
"Bạn nào bị nhiệt miệng, lở miệng kinh niên thì ib mình nhé. ✨ Thuốc cam gia truyền bôi vào là khỏi ngay.",1
"Có ai tham gia cuộc thi ""Ý tưởng sáng tạo sinh viên"" không?",0
Cần tìm người share tiền mua tên miền và hosting cho đồ án web.,0
"Nhận thiết kế, in ấn name card, poster, standee. 🎨 Chuyên nghiệp, giá rẻ. Có ship tận nơi.",1
Sắp phải thuyết trình môn đầu tiên. Run quá chúng mày ơi. 😥,0
Bạn thân nhất của mình có người yêu. Cảm giác như bị ra rìa vậy.,0
Pass lại voucher buffet King BBQ. Hạn sử dụng còn 2 tháng. Mua 250k pass 180k.,1
Môn Trí tuệ nhân tạo có phải code nhiều không ạ?,0
Mày bớt phán xét người khác khi chưa biết gì về họ đi.,0
"Bán 500+ template CV xin việc chuyên nghiệp. 📄 File word, dễ dàng chỉnh sửa. Trọn bộ chỉ 49k.",1
Lịch thi chứng chỉ ngoại ngữ đợt này có chưa mng?,0
Có ai biết cách chèn video vào powerpoint mà không bị lỗi không ạ?,0
"Tuyển 20 bạn điền form khảo sát online. ✍️ Mỗi form 5 phút, nhận 10k. Tích tiểu thành đại. Ib để nhận link.",1
Lại một kỳ nữa sắp hết mà vẫn chưa có cái bằng lái xe.,0
Nhân vật này xây dựng tính cách khó chịu thật sự.,0
GOM ORDER XÔI KHÚC NÓNG HỔI. 🍙 15k/cái. 7h tối mình trả đơn ở sảnh KTX nhé.,1
Có ai đi xem triển lãm tranh ở bảo tàng mỹ thuật không?,0
Mày nghĩ mày là ai mà nói chuyện giọng đó với tao?,0
"Nhận vệ sinh, tra keo tản nhiệt cho laptop, PC. 💻 Giúp máy mát hơn, chạy nhanh hơn. Giá chỉ từ 80k.",1
Ở KTX có được treo tranh ảnh lên tường không ạ?,0
Tối nay có ai đi xem phim suất chiếu sớm không?,0
"Bạn muốn có một body săn chắc? 💪 Tuyển thành viên cho CLB thể hình. Cùng nhau tập luyện, chia sẻ kinh nghiệm.",0
Thèm bánh ép Huế quá chúng mày ơi. 😭,0
Thi giữa kỳ được điểm cao. Phải khao cả phòng một chầu trà sữa mới được. 🎉,0
"Pass lại con loa bluetooth JBL Go 3. Nghe ít, pin còn trâu. Giá 600k.",1
Học ngành Truyền thông đa phương tiện có cần máy tính cấu hình mạnh không?,0
Crush vừa xem hết story của mình. Có nên tự tin lên không nhỉ? 🤔,0
"Chuyên cung cấp tài khoản Notion Pro, Evernote Premium. 📝 Giúp bạn quản lý công việc, học tập hiệu quả. Giá sinh viên.",1
Môn Xã hội học đại cương có phải học thuộc nhiều không mng?,0
"Bài này phân tích hay, bookmark lại để đọc kỹ.",0
"Bán tài khoản VIP VOV, Spotify, Apple Music. 🎧 Nghe nhạc chất lượng cao không quảng cáo. Ib để chốt.",1
Bạn cùng phòng hay mở nhạc to lúc mình đang học bài. Bực mình ghê.,0
Apply intern mấy chỗ đều bị từ chối. Cảm thấy bất lực.,0
"Nhận làm MC, hoạt náo viên cho các sự kiện, party. 🎤 Khuấy động không khí, cháy hết mình. Ib để trao đổi.",1
Chỗ nào photo gần trường có đóng bìa mạ vàng không ạ?,0
Mày bớt tỏ ra mình là chuyên gia đi.,0
Tham gia nhóm chia sẻ tip học Ielts 8.0+. ✍️ Toàn tài liệu xịn. Link ở bio.,1
Có ai biết quán bún cá nào ngon ở khu vực Hoàng Mai không?,0
Ad cho em đăng bài tìm bạn cùng đi học tiếng Hàn với ạ.,0
"Bán tài khoản Midjourney, Stable Diffusion cho dân design. 🎨 Tạo ảnh AI không giới hạn. Giá rẻ hơn đăng ký gốc.",1
"Sắp 20/11 rồi, nên tặng quà gì cho thầy cô đây mng?",0
Có ai biết chỗ nào bán cao sao vàng không? Tự nhiên thèm mùi này.,0
"Tuyển cộng tác viên bán sim số đẹp. 📱 Hoa hồng cao, không cần bỏ vốn. Được đào tạo kỹ năng bán hàng.",1
Lại một kỳ nữa phải học lại môn thể dục. Buồn của Linh. 🥲,0
"Bài viết này nông cạn, nhìn từ một phía.",0
"Nhận thêu tay tên, logo lên áo, khăn, mũ. 🧵 Tỉ mỉ, cẩn thận. Món quà ý nghĩa cho người thân.",1
Có ai biết cách xin giấy tạm vắng ở công an phường không ạ?,0
"Mọi người ơi, thư viện trường mình có cho mượn sách chuyên ngành về mang về không ạ?",0
"🔥 ÁO KHOÁC DÙ 2 LỚP CHỐNG NƯỚC, CHỐNG NẮNG 🔥 Sale 50% chỉ còn 149k. Đủ size nam nữ. Ib shop để được tư vấn nhé.",1
"Tìm 1 bạn nữ ở ghép khu vực Cầu Giấy. Phòng 3tr/tháng, đầy đủ đồ, gần điểm bus. Yêu cầu là sinh viên, sạch sẽ, hiền lành.",0
"Nhận thiết kế CV, Cover Letter song ngữ Anh-Việt. ✨ Gây ấn tượng mạnh với nhà tuyển dụng. File PDF + Word chỉ 80k.",1
Đứa nào đi học lớp Kỹ năng giao tiếp sáng nay có nhặt được cái sạc dự phòng màu trắng không cho mình xin lại với. 😭,0
Có ai biết cách đăng ký tham gia CLB hùng biện không ạ?,0
"Tuyển CTV bán nước hoa chiết chính hãng. 💯 Không cần vốn, không ôm hàng. Chiết khấu cao. Được training kiến thức mùi hương.",1
Review trung tâm tin học MOS Master đi mọi người. Dạy có ổn không ạ?,0
"Bán tài khoản VIP Skillshare, Coursera, Udemy. 📚 Học mọi kỹ năng chỉ với 50k/tháng. Ib mình để chốt đơn.",1
Mày bị thiếu i-ốt à mà phát biểu ngu thế?,0
Cuối cùng cũng lấy được cái bằng lái xe máy. Mừng rơi nước mắt. 😂,0
"Tuyển nhân viên trực page, chốt đơn hàng thời trang. Làm việc online tại nhà, lương 4-6tr/tháng + thưởng.",1
Có ai biết cách xin giấy chứng nhận hộ nghèo để miễn giảm học phí không?,0
Cần tìm một bạn biết quay phim bằng điện thoại để thực hiện một dự án video ngắn.,0
Nhìn cái cách trả lời cmt đã thấy tính cách có vấn đề rồi.,0
"Dịch vụ get link Fshare, 4share max tốc độ. 🚀 Chỉ 5k/link. Nhanh chóng, tiện lợi. Dr link cho mình nhé.",1
"Mọi người ơi, điểm tổng kết trên app đã chính xác chưa hay còn cập nhật nữa ạ?",0
Góc pass đồ: Mình pass lại cái đèn học kẹp bàn còn dùng tốt. Mua 150k pass 70k.,0
"Bạn nào bị các vấn đề về xương khớp, đau lưng mỏi gối thì ib mình nhé. Cao dán thảo dược gia truyền hiệu quả lắm.",1
"Có ai tham gia cuộc thi ""Thiết kế poster"" của đoàn trường không?",0
Cần tìm người share tiền mua gói Adobe full app dùng chung.,0
"Nhận trang trí, setup tiệc sinh nhật, sự kiện. 🎈 Concept đa dạng, giá cả sinh viên. Ib để xem các set decor.",1
Sắp thi vấn đáp rồi mà chưa ôn được chữ nào. Lo quá. 😥,0
Bạn thân đi lấy chồng. Vừa mừng vừa có chút buồn. 🥲,0
"Pass lại vé concert Maroon 5 tại Singapore. Do mình không sắp xếp được công việc. Giá gốc, có bill.",1
Môn An toàn thông tin có cần học tốt môn mạng trước không ạ?,0
Mày bớt dùng cái giọng bề trên đó đi.,0
"Bán 2000+ Mockup cho dân thiết kế (áo, cốc, túi...). 👕 File PSD dễ dàng thay đổi. Trọn bộ chỉ 99k.",1
Lịch nhận đồ án tốt nghiệp đợt này có chưa mng?,0
Có ai biết cách gộp nhiều file pdf thành một file không ạ? Chỉ em với.,0
Tuyển 30 bạn xem video kiếm tiền. 📱 Mỗi video 30s nhận 5k. Rút tiền về momo trong ngày. Link tải app ở bio.,1
Lại một kỳ nữa trôi qua mà GPA vẫn lẹt đẹt.,0
Cái plot twist này đỉnh thật sự. Xem mà há hốc mồm.,0
GOM ORDER BÁNH GIÒ NÓNG. 🥟 10k/cái. 4h chiều mình trả đơn ở sảnh KTX nhé.,1
Có ai đi xem Lễ hội pháo hoa Đà Nẵng năm nay không?,0
Mày nghĩ mày là rốn của vũ trụ à?,0
"Nhận unlock, bẻ khóa, cài tiếng Việt cho điện thoại xách tay. 📱 Lấy ngay, giá rẻ. Hỗ trợ mọi dòng máy.",1
Ở KTX có cho dùng máy sấy tóc công suất lớn không ạ?,0
Tối nay có ai đi nghe nhạc acoustic ở Tạ Hiện không?,0
Bạn muốn cải thiện vóc dáng? CLB yoga của trường đang tuyển thành viên mới. Cùng nhau tập luyện cho khỏe đẹp nhé. 🧘‍♀️,0
Thèm bún chả que tre quá chúng mày ơi. 😭,0
Hôm nay được thầy giáo khen bài thuyết trình. Vui cả ngày. 😊,0
"Pass lại con bàn phím cơ Akko full box, còn bảo hành. Mới dùng 1 tháng. Giá 900k.",1
Học ngành Luật kinh tế có cần giỏi tranh luận không ạ?,0
Crush vừa thả tim ảnh của mình. Liệu đây có phải là một tín hiệu? 🤔,0
Chuyên cung cấp tài khoản Github Student Pack. 🚀 Full quyền lợi cho dân IT. Giá chỉ 100k.,1
Môn Văn hóa Anh Mỹ có thi trắc nghiệm không mng?,0
"Bài này viết sâu sắc, chạm đến trái tim mình.",0
"Bán tài khoản VIP cho các app học tập (Quizlet, Photomath...). 📚 Hỗ trợ học tập hiệu quả. Ib để chốt.",1
Bạn cùng phòng hay vứt đồ lung tung. Mình nói mãi không được.,0
Bị từ chối visa đi Nhật. Buồn quá không biết phải làm sao.,0
"Nhận quay dựng video, clip viral Tiktok. 🎬 Trend nào cũng bắt được. Giá cả sinh viên. Ib để xem sản phẩm.",1
Chỗ photo ở cổng sau có scan tài liệu không ạ?,0
Mày bớt tỏ ra mình là người tử tế đi.,0
"Tham gia nhóm chia sẻ kinh nghiệm phỏng vấn, review công ty. Link ở bio. ✨",1
"Có ai biết quán cafe nào yên tĩnh, có ổ cắm để ngồi làm việc ở khu vực Tây Hồ không?",0
Ad cho em đăng bài tìm bạn cùng đi học tiếng Trung với ạ. Em đang tự học.,0
Bán tài khoản VIP TradingView Pro+. 📈 Công cụ không thể thiếu cho các trader. Giá rẻ hơn 80%.,1
"Sắp đến ngày Nhà giáo Việt Nam rồi, nên tặng quà gì cho thầy cô chủ nhiệm đây?",0
Có ai biết chỗ nào bán tào phớ ngon ở gần đây không?,0
"Tuyển cộng tác viên bán tour du lịch trong nước. ✈️ Chiết khấu cao, không cần bỏ vốn. Được đi du lịch miễn phí.",1
Lại một kỳ nữa phải học lại môn Triết. Nản không tả nổi. 😩,0
"Bài viết này hời hợt, không đi vào trọng tâm.",0
"Nhận đan len, móc khóa theo yêu cầu. 🧶 Món quà handmade ý nghĩa. Ib để đặt mẫu nhé.",1
